META; english/championship/leeds-v-brighton; 2017-03-12 00:20:16 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Leeds; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 04:20:54 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Leeds; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 08:21:12 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Leeds; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 12:20:24 GMT+2; 2017-03-18 17:30; e70300-dr003
Leeds; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Brighton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 16:20:25 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 13/10; 8/5; ; 29/20; 29/20; ; 11/8; ; 6/4; 11/8; ; ; 29/20; ; ; 6/4; 7/5; ; 6/4; 7/5; ; ; 17/11; ; ; 7/5; ; 
Leeds; 21/10; 8/5; ; 19/10; 21/10; ; 21/10; ; 15/8; 2; ; ; 19/10; ; ; 2; 19/10; ; 9/5; 19/10; ; ; 9/5; ; ; 19/10; ; 
Draw; 23/10; 11/5; ; 9/4; 9/4; ; 23/10; ; 9/4; 9/4; ; ; 9/4; ; ; 12/5; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; 2; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 20:21:37 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 5/4; 13/10; 13/10; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; 5/4; ; 5/4; 13/10; 13/10; 11/8; 13/10; ; 13/10; 13/10; ; ; 13/10; 5/4; ; 7/5; ; 
Leeds; 11/5; 21/10; 9/4; 19/10; 11/5; 9/4; 11/5; ; 11/5; 21/10; 21/10; ; 11/5; 21/10; 11/5; 11/5; 28/13; ; 21/10; 28/13; ; ; 28/13; 11/5; ; 2; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; ; 23/10; 9/4; 21/10; ; 9/4; 23/10; 23/10; 12/5; 9/4; ; 9/4; 9/4; ; ; 9/4; 11/5; ; 2; ; 
META; english/championship/leeds-v-brighton; 2017-03-13 00:20:04 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 5/4; 13/10; 13/10; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; 5/4; ; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; ; 17/13; 13/10; 5/4; ; 7/5; ; 
Leeds; 11/5; 21/10; 9/4; 19/10; 9/4; 9/4; 11/5; ; 11/5; 21/10; 21/10; ; 11/5; 21/10; 11/5; 11/5; 28/13; ; 21/10; 28/13; ; 39/19; 28/13; 11/5; ; 2; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; ; 23/10; 9/4; 21/10; ; 9/4; 23/10; 23/10; 23/10; 11/5; ; 9/4; 11/5; ; 21/10; 9/4; 11/5; ; 11/5; ; 
META; english/championship/leeds-v-brighton; 2017-03-13 04:19:45 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 5/4; 13/10; 13/10; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; ; 17/13; 13/10; 5/4; ; 7/5; ; 
Leeds; 11/5; 21/10; 9/4; 19/10; 11/5; 9/4; 11/5; ; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 28/13; ; 21/10; 28/13; ; 39/19; 28/13; 11/5; ; 2; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; ; 23/10; 9/4; 21/10; 11/5; 9/4; 23/10; 23/10; 23/10; 11/5; ; 9/4; 11/5; ; 21/10; 9/4; 11/5; ; 11/5; ; 
META; english/championship/leeds-v-brighton; 2017-03-13 08:20:02 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 5/4; 13/10; 13/10; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; ; 17/13; 13/10; 5/4; ; 7/5; ; 
Leeds; 11/5; 21/10; 9/4; 19/10; 11/5; 9/4; 11/5; ; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 28/13; ; 21/10; 28/13; ; 39/19; 28/13; 11/5; ; 2; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; ; 23/10; 9/4; 21/10; 11/5; 9/4; 23/10; 23/10; 23/10; 11/5; ; 9/4; 11/5; ; 21/10; 9/4; 11/5; ; 11/5; ; 
META; english/championship/leeds-v-brighton; 2017-03-13 12:20:58 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 5/4; 13/10; 27/20; 29/20; 11/8; 11/8; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 23/17; 13/10; 13/10; 6/4; 17/13; 13/10; 13/10; ; 7/5; 7/5; 7/5
Leeds; 11/5; 21/10; 11/5; 19/10; 11/5; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 2; 21/10; 21/10; 21/10; 21/10; 43/20; 39/19; 28/13; 21/10; ; 2; 2; 2
Draw; 23/10; 23/10; 11/5; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; 9/4; 21/10; 11/5; 9/4; 23/10; 23/10; 23/10; 11/5; 21/10; 9/4; 11/5; 23/10; 21/10; 9/4; 11/5; ; 11/5; 21/10; 9/4
META; english/championship/leeds-v-brighton; 2017-03-13 16:23:29 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 5/4; 13/10; 13/10; 11/8; 11/8; 27/20; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 23/17; 13/10; 13/10; 6/4; 11/8; 13/10; 5/4; 4/3; ; 13/10; 13/10; 11/8
Leeds ; 11/5; 21/10; 9/4; 11/5; 11/5; 43/20; 85/40; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 28/13; 11/5; 11/5; ; 2; 2; 21/10
Draw; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 9/4; 21/10; 21/10; 21/10; 9/4; 23/10; 9/4; 9/4; 11/5; 21/10; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; ; 11/5; 11/5; 9/4
META; english/championship/leeds-v-brighton; 2017-03-18 08:21:58 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 29/20; 7/5; 7/5; 7/5; 6/4; 7/5; ; 11/8; 11/8; 11/8; 7/5; 6/4; 6/4; 7/5; 23/17; 23/17; 13/10; 7/5; 29/20; 7/5; 13/10; 7/5; 4/3; ; 7/5; 7/5; 7/5
Leeds ; 11/5; 21/10; 9/4; 11/5; 21/10; 43/20; 85/40; 21/10; ; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 28/13; 21/10; 21/10; 28/13; 11/5; 21/10; 28/13; 11/5; 11/5; ; 2; 21/10; 21/10
Draw; 9/4; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 11/5; ; 21/10; 11/5; 21/10; 9/4; 23/10; 9/4; 9/4; 11/5; 21/10; 9/4; 28/13; 23/10; 11/5; 9/4; 11/5; 23/10; ; 11/5; 11/5; 9/4
META; english/championship/leeds-v-brighton; 2017-03-18 09:46:10 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 6/4; 6/4; 7/5; 29/20; 6/4; 7/5; 7/5; 7/5; 7/5; 11/8; 7/5; 6/4; 6/4; 7/5; 7/5; 23/17; 13/10; 7/5; 6/4; 7/5; 13/10; 7/5; 4/3; ; 7/5; 7/5; 7/5
Leeds ; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 85/40; 21/10; 85/40; 2; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 28/13; 21/10; 21/10; 21/10; 43/20; 21/10; 28/13; 21/10; 11/5; ; 2; 2; 19/10
Draw; 9/4; 9/4; 11/5; 11/5; 23/10; 11/5; 23/10; 11/5; 11/5; 21/10; 9/4; 21/10; 9/4; 9/4; 9/4; 9/4; 21/10; 21/10; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; ; 11/5; 11/5; 9/4
META; english/championship/leeds-v-brighton; 2017-03-18 11:46:03 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 29/20; 6/4; 29/20; 29/20; 29/20; 6/4; 7/5; 7/5; 29/20; 11/8; 7/5; 29/20; 6/4; 16/11; 7/5; 16/11; 13/10; 7/5; 6/4; 17/12; 13/10; 7/5; 4/3; ; 7/5; 7/5; 6/4
Leeds ; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 2; 85/40; 2; 2; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 43/20; 39/19; 28/13; 21/10; 11/5; ; 2; 2; 21/10
Draw; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 21/10; 21/10; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; ; 11/5; 11/5; 23/10
META; english/championship/leeds-v-brighton; 2017-03-18 12:23:00 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 29/20; 6/4; 7/5; 29/20; 29/20; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 6/4; 6/4; 16/11; 7/5; 16/11; 13/10; 7/5; 6/4; 17/12; 13/10; 7/5; 4/3; ; 7/5; 7/5; 6/4
Leeds ; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 2; 85/40; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 43/20; 39/19; 28/13; 21/10; 11/5; ; 2; 2; 21/10
Draw; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 11/5; 11/5; 9/4; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; ; 11/5; 11/5; 23/10
META; english/championship/leeds-v-brighton; 2017-03-18 13:06:27 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 6/4; 6/4; 7/5; 29/20; 29/20; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 6/4; 6/4; 16/11; 7/5; 16/11; 13/10; 7/5; 29/20; 13/9; 13/10; 7/5; 4/3; ; 7/5; 7/5; 7/5
Leeds ; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 2; 85/40; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 28/13; 21/10; 11/5; ; 21/10; 2; 11/5
Draw; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 9/4; 11/5; 23/10; ; 11/5; 11/5; 23/10
META; english/championship/leeds-v-brighton; 2017-03-18 13:46:12 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 7/5; 29/20; 7/5; 11/8; 11/8; 6/4; 7/5; 13/10; 29/20; 7/5; 7/5; 29/20; 6/4; 16/11; 23/17; 23/17; 13/10; 23/17; 29/20; 11/8; 13/10; 11/8; 4/3; ; 11/8; 7/5; 7/5
Leeds ; 11/5; 21/10; 23/10; 21/10; 11/5; 11/5; 23/10; 2; 85/40; 21/10; 11/5; 11/5; 21/10; 9/4; 21/10; 11/5; 28/13; 11/5; 21/10; 28/13; 9/4; 11/5; 28/13; 11/5; 11/5; ; 21/10; 21/10; 9/4
Draw; 9/4; 23/10; 11/5; 9/4; 11/5; 11/5; 23/10; 2; 11/5; 11/5; 11/5; 11/5; 9/4; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 9/4; 11/5; 23/10; ; 11/5; 11/5; 23/10
META; english/championship/leeds-v-brighton; 2017-03-18 15:46:19 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 13/10; 29/20; 29/20; 7/5; 7/5; 29/20; 6/4; 7/5; 11/8; 29/20; 7/5; 11/8; 29/20; 6/4; 16/11; 23/17; 23/17; 13/10; 23/17; 29/20; 7/5; 13/10; 7/5; 4/3; ; 11/8; 7/5; 7/5
Draw; 9/4; 9/4; 11/5; 9/4; 11/5; 43/20; 9/4; 2; 11/5; 21/10; 9/4; 11/5; 9/4; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 9/4; 21/10; 23/10; ; 11/5; 11/5; 23/10
Leeds ; 11/5; 9/4; 23/10; 21/10; 11/5; 11/5; 11/5; 2; 11/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 11/5; 28/13; 11/5; 21/10; 28/13; 9/4; 28/13; 28/13; 11/5; 11/5; ; 11/5; 21/10; 23/10
META; english/championship/leeds-v-brighton; 2017-03-18 16:20:43 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 29/20; 29/20; 7/5; 7/5; 29/20; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 6/4; 6/4; 16/11; 23/17; 23/17; 13/10; 23/17; 29/20; 17/12; 13/10; 7/5; 4/3; ; 7/5; 7/5; 7/5
Leeds ; 11/5; 21/10; 23/10; 21/10; 11/5; 11/5; 11/5; 2; 11/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 11/5; 28/13; 11/5; 21/10; 28/13; 9/4; 21/10; 28/13; 11/5; 11/5; ; 21/10; 21/10; 9/4
Draw; 9/4; 23/10; 11/5; 9/4; 11/5; 43/20; 9/4; 2; 11/5; 21/10; 9/4; 11/5; 9/4; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 9/4; 21/10; 23/10; ; 11/5; 11/5; 23/10
META; english/championship/leeds-v-brighton; 2017-03-18 17:45:56 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 29/20; 29/20; 29/20; 29/20; 6/4; 6/4; 7/5; 11/8; 29/20; 7/5; 7/5; 6/4; 6/4; 16/11; 23/17; 23/17; 13/10; 7/5; 29/20; 17/12; 13/10; 7/5; 4/3; ; 7/5; 7/5; 7/5
Leeds ; 11/5; 21/10; 9/4; 21/10; 21/10; 43/20; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 21/10; 21/10; 9/4; 2; 28/13; 21/10; 11/5; ; 21/10; 21/10; 11/5
Draw; 9/4; 9/4; 11/5; 9/4; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 9/4; 9/4; 21/10; 23/10; ; 21/10; 11/5; 9/4
META; english/championship/leeds-v-brighton; 2017-03-18 18:38:09 GMT+2; 2017-03-18 17:30; e70300-dr003
Brighton; 29/20; 7/5; 29/20; 29/20; 29/20; 29/20; 6/4; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 6/4; 6/4; 16/11; 7/5; 23/17; 13/10; 7/5; 29/20; 13/9; 13/10; 7/5; 4/3; ; 7/5; 7/5; 6/4
Leeds ; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 85/40; 2; 11/5; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 9/4; 2; 28/13; 21/10; 11/5; ; 21/10; 21/10; 11/5
Draw; 9/4; 9/4; 11/5; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 9/4; 9/4; 21/10; 23/10; ; 21/10; 11/5; 9/4
META; english/championship/leeds-v-brighton; 2017-03-18 19:45:12 GMT+2; 2017-03-18 17:30; In Play; e70300-dr003
Brighton; 8/5; 3/2; ; ; ; 6/4; 31/20; 8/5; ; 6/4; 6/4; 6/4; 29/20; 6/4; ; ; ; 5/4; ; ; ; ; ; ; ; ; 7/5; 7/5; 6/4
Leeds; 2; 2; ; ; ; 19/10; 15/8; 2; ; 19/10; 9/5; 21/10; 2; 21/10; ; ; ; 23/10; ; ; ; ; ; ; ; ; 2; 19/10; 2
Draw; 21/10; 2; ; ; ; 41/20; 21/10; 15/8; ; 21/10; 9/5; 2; 21/10; 23/10; ; ; ; 2; ; ; ; ; ; ; ; ; 11/5; 23/10; 23/10
META; english/championship/leeds-v-brighton; 2017-03-18 20:22:09 GMT+2; 2017-03-18 17:30; In Play; e70300-dr003
Draw; 23/10; 11/8; 5/4; ; 13/8; 13/10; 11/8; 13/10; ; 11/8; 23/20; 13/10; 27/20; 11/8; ; ; ; 28/17; ; ; ; ; ; ; 24/13; ; 8/5; 6/4; 7/5
Brighton; 6/4; 7/4; 2; ; 15/8; 19/10; 19/10; 23/10; ; 7/4; 15/8; 15/8; 19/10; 15/8; ; ; ; 8/5; ; ; ; ; ; ; 28/17; ; 7/4; 9/5; 19/10
Leeds; 21/10; 5/2; 5/2; ; 11/5; 12/5; 23/10; 23/10; ; 9/4; 23/10; 13/5; 5/2; 12/5; ; ; ; 12/5; ; ; ; ; ; ; 39/19; ; 12/5; 23/10; 5/2
